Category,Rank,ID,App ID,Title,Release Date
Business,59,1486287909,pdf.scanner.app,PDF Scanner App: Scanner Lens,2019-12-03T00:00:00-07:00
Business,60,910768078,com.linkedin.Lighthouse,LinkedIn Sales Navigator,2014-09-01T00:00:00-07:00
Business,61,1532638515,com.smmservice.pdfeditor,PDF Editor ®,2020-12-17T00:00:00-07:00
Business,62,1391524277,com.jotform.v2,Jotform Mobile Forms & Survey,2019-06-16T13:56:08-07:00
Business,63,919472673,com.brother.pdfreaderprofree.mac,PDF Reader Pro - Lite Edition,2014-09-24T11:54:50-07:00
Business,64,349447615,com.intsig.camcard.lite,CamCard:Digital Business Card,2010-02-13T00:59:41-07:00
Business,65,871544379,com.joinhomebase.mobile,Homebase: Staff Scheduling App,2014-05-06T11:03:22-07:00
Business,66,800818884,com.flexjobs.flexjobs,FlexJobs - Remote Job Search,2021-01-06T00:00:00-07:00
Business,67,1007287939,com.truckerpath.truckloads,Trucker Path Load Board,2015-12-04T14:07:26-07:00
Business,68,377304531,com.rebelvox.voxer-lite,Voxer Walkie Talkie Messenger,2010-06-30T18:43:08-07:00
Business,69,333710667,com.readdle.Scanner,Scanner Pro - Scan Documents,2009-10-09T14:56:01-07:00
Business,70,1517103958,com.MehdiAmiri.iPrint,Smart Printer App & Scanner,2020-06-12T00:00:00-07:00
Business,71,294934058,com.hotschedules.hotschedules,HotSchedules,2008-10-30T22:30:52-07:00
Business,72,1468073139,com.kingsoft.wpsoffice.mac.global,WPS Office - PDF, Docs, Sheets,2019-08-27T00:00:00-07:00
Business,73,331514859,com.crowdedroad.ifaxpro,iFax App Send Fax From iPhone,2009-10-13T14:55:38-07:00
Business,74,1369478044,com.secondline.message,Second Phone Number',2018-04-27T11:24:40-07:00
Business,75,1210208241,com.nonfatmedia.actorsaccess,Actors Access,2019-08-30T10:11:25-07:00
Business,76,1510644564,com.godaddy.leka,GoDaddy Conversations - Inbox,2020-07-20T00:00:00-07:00
Business,77,960043499,com.agilx.companycam,CompanyCam,2015-02-11T03:04:06-07:00
Business,78,1541008027,com.smmservice.printer,Smart Air Printer App,2020-12-30T00:00:00-07:00
Business,79,577499909,com.epicenterprises.tapeacall.pro,TapeACall Pro: Call Recorder,2013-01-21T16:27:56-07:00
Business,80,924005506,com.mobisystems.OfficeSuiteFree2,OfficeSuite docs & PDF editor,2014-10-24T21:50:10-07:00
Business,81,881629660,com.waveaccounting.coral,Wave: Small Business Software,2014-06-19T00:00:00-07:00
Business,82,644043593,com.farmlogs.mobile,Bushel Farm,2013-05-08T13:14:33-07:00
Business,83,1564051387,anyday.phone,OnPhone - Second Phone Number,2021-08-04T00:00:00-07:00
Business,84,566504821,com.thegrizzlylabs.geniusfax,Genius Fax - Faxing app,2013-02-05T22:49:35-07:00
Business,85,1180773759,com.musthaveapps.easy.scanner,Scan to PDF: Converter Scanner,2016-12-06T09:13:14-07:00
Business,86,1577102077,com.cloudpass.fax,FAX from iPhone - Send Doc,2021-07-27T00:00:00-07:00
Business,87,1515139393,app.bakesy.release,Bakesy: Home Bakery Biz App,2020-07-12T00:00:00-07:00
Business,88,1457411537,app.uncaught.resume-builder,Resume Builder+ Free Edition,2019-04-07T23:33:18-07:00
Business,89,1435778692,com.wikilane.invoicehome,Invoice Maker & Billing App,2018-11-13T07:19:27-07:00
Business,90,1505286803,com.madduck.crinterview,Teams Meeting Voice Recorder,2020-04-14T00:00:00-07:00
Business,91,1553863458,aiby.count,Count This - Counting App,2021-03-02T00:00:00-07:00
Business,92,1377904267,com.musthaveapps.easy.call.recorder,Phone Call Recorder Free of Ad,2018-09-14T20:25:17-07:00
Business,93,336456412,com.carlosribas.HoursTrackerLite,Hours Tracker: Time Tracking,2009-11-06T15:42:22-07:00
Business,94,999316238,com.flightcrewview.FlightView,Flight Crew View,2015-11-25T15:14:13-07:00
Business,95,6445991020,com.intelliapps.ai.chat.bot.macapp,AI Chat Bot: Ask Open Question,2023-03-08T00:00:00-07:00
Business,96,1568660349,com.xstudios.fastscan,Scanner App - Scan PDF & Docs,2021-12-07T00:00:00-07:00
Business,97,989447181,com.iplum.ios,iPlum: Business Phone Number,2015-10-05T06:55:12-07:00
Business,98,6468505993,apprealprivatevpnbase,RealPrivate VPN Pro,2023-10-03T00:00:00-07:00
Business,99,1253523818,com.scanner.Fax,FAX for iPhone: Send & Receive,2017-08-25T09:22:34-07:00
Business,100,1241817309,ca.illusive.openphone,OpenPhone: Second Phone Number,2017-09-22T05:46:26-07:00
Social Networking,1,384830320,com.life360.safetymap,Life360: Find Friends & Family,2010-08-10T00:00:00-07:00
Social Networking,2,319881193,com.grindrguy.grindrx,Grindr - Gay Dating & Chat,2009-06-24T18:15:02-07:00
Social Networking,3,1077137248,sg.bigo.live,BIGO LIVE-Live Stream, Go Live,2016-03-11T16:35:29-07:00
Social Networking,4,985746746,com.hammerandchisel.discord,Discord - Talk, Play, Hang Out,2015-05-21T00:08:40-07:00
Social Networking,5,1250946975,com.hily.ios,Hily Dating App: Meet. Date.,2017-08-14T14:27:38-07:00
Social Networking,6,1253586891,com.affinityapps.blk,BLK: Black Singles' Dating App,2017-08-07T14:14:49-07:00
Social Networking,7,305939712,com.match.match.com,Match Dating App: Chat & Meet,2009-03-26T18:30:46-07:00
Social Networking,8,284882215,com.facebook.Facebook,Facebook,2019-02-05T00:00:00-07:00
Social Networking,9,1452906710,com.vlbapps.wizz,Wizz App - chat now,2019-02-24T03:07:56-07:00
Social Networking,10,1038653883,co.yellw.Yellow,Yubo : Make friends, live chat,2015-10-11T20:11:03-07:00
Social Networking,11,1497699883,video.chat.joi,Joi - Live Stream & Video Chat,2020-02-22T00:00:00-07:00
Social Networking,12,389638243,com.pof.mobileapp.iphone,Plenty of Fish Dating App,2010-09-16T19:54:10-07:00
Social Networking,13,1289684085,com.affinityapps.chispa,Chispa: Dating App for Latinos,2017-11-16T10:22:40-07:00
Social Networking,14,514485964,com.textmeinc.textme2,Text Me - Phone Call + Texting,2012-05-22T20:07:28-07:00
Social Networking,15,686449807,ph.telegra.Telegraph,Telegram Messenger,2013-08-14T00:00:00-07:00
Social Networking,16,372513032,com.sgiggle.Tango,Tango - Live Stream, Go Live,2010-09-29T17:44:30-07:00
Social Networking,17,1282966364,com.taimi.ios,Taimi - LGBTQ+ Dating & Chat,2017-09-18T01:46:48-07:00
Social Networking,18,1522122685,com.newsclapper.video,Clapper: Video, Live, Chat,2020-07-10T00:00:00-07:00
Social Networking,19,314716233,com.tinginteractive.usms,TextNow: Call + Text Unlimited,2009-05-06T18:45:28-07:00
Social Networking,20,1499137942,com.affinityapps.twozerofour,Upward: Christian Dating App,2020-03-04T00:00:00-07:00
Social Networking,21,399355755,com.pinger.textfreeWithVoice,TextFree: Phone Call + Texting,2010-12-14T16:57:09-07:00
Social Networking,22,972558973,com.hpcnt.azar,Azar: Video Chat & Meet People,2015-06-11T00:57:33-07:00
Social Networking,23,380015247,com.appspot.scruffapp,SCRUFF - Gay Dating & Chat,2010-07-24T13:35:26-07:00
Social Networking,24,372648912,com.myYearbook.MyYearbook,MeetMe - Meet, Chat & Go Live,2010-05-27T21:56:10-07:00
Social Networking,25,1435758172,com.live.juicy,Coco -Live Stream & Video Chat,2018-10-14T21:46:52-07:00
Social Networking,26,1506577189,video.chat.gaze,Gaze: Random Video Chat,2020-05-02T00:00:00-07:00
Social Networking,27,912561374,co.happybits.marcopolo,Marco Polo - Video Messenger,2014-10-07T10:26:47-07:00
Social Networking,28,919745844,com.imvu.mobilecordova,IMVU: Fun 3D Avatar Chat Game,2014-10-31T10:50:11-07:00
Social Networking,29,1596210708,com.kuxin.gchat,Candy Chat - Live video chat,2021-12-03T00:00:00-07:00
Social Networking,30,358899126,com.tagged.meetme,Tagged Dating App: Meet & Chat,2010-03-17T16:54:55-07:00
Social Networking,31,359478823,com.avidlifemedia.ashleymadison,ASHLEY MADISON: Life Is Short.,2011-01-31T13:24:38-07:00
Social Networking,32,304878510,com.skype.skype,Skype,2009-03-31T00:00:00-07:00
Social Networking,33,1544908797,com.baitu.poppo,Poppo - Online Video Chat&Meet,2021-01-04T00:00:00-07:00
Social Networking,34,349160522,com.zoosk.Zoosk,Zoosk - Social Dating App,2010-01-11T17:18:56-07:00
Social Networking,35,1545607822,com.superlivellc.superlive,SuperLive-Live Stream, Go Live,2020-12-22T00:00:00-07:00
Social Networking,36,1439623630,com.fullsenders.sendit,sendit - get it now,2018-11-10T03:12:31-07:00
Social Networking,37,1089836344,com.cmcm.live,LiveMe – Live Stream & Go Live,2016-03-29T01:42:32-07:00
Social Networking,38,1252974010,ome.tv,OmeTV – Video Chat Alternative,2019-03-16T08:24:10-07:00
Social Networking,39,1527156320,io.chatyapp,Chaty - Chat & Make Friends,2021-07-07T00:00:00-07:00
Social Networking,40,965359176,com.sixmix.minder,Salams: Where Muslims Meet,2015-03-16T15:12:53-07:00
Social Networking,41,1573193510,com.abc.tigo,Tigo Live,2021-07-13T00:00:00-07:00
Social Networking,42,1598551382,com.toplive.chat,TopLive - Live Video Chat App,2022-10-05T00:00:00-07:00
Social Networking,43,1477820240,com.livintis.repostplusapp,Repost+ for Instagram .,2019-08-26T00:00:00-07:00
Social Networking,44,357218860,com.kik.chat,Kik Messaging & Chat App,2010-04-10T15:48:31-07:00
Social Networking,45,873518909,US.Luxy.Luxy,Luxy - Selective Dating App,2014-05-20T12:43:53-07:00
Social Networking,46,1576261708,com.match.stir,Stir - Single Parent Dating,2021-10-26T00:00:00-07:00
Social Networking,47,557997762,com.waplog,Waplog - Dating & Video-Chat,2013-02-04T13:29:41-07:00
Social Networking,48,1549926278,com.monkeyrun.chat,Monkey Run - Make New Friends,2021-02-03T00:00:00-07:00
Social Networking,49,1009499048,com.peoplemedia.ourtime,Ourtime - Meet 50+ Singles,2015-07-31T02:17:36-07:00
Social Networking,50,1449660663,com.backbonelabs.backboneapp,Backbone — Next-Level Play,2020-10-19T00:00:00-07:00
Social Networking,51,588937297,me.dingtone.im,Dingtone: Phone Calls + Texts,2013-02-07T00:00:00-07:00
Social Networking,52,908023218,com.meets.Meets,MICO: Make Friends, Live Chat,2014-08-18T12:36:01-07:00
Social Networking,53,1509635224,com.audio.yoho.ios,YoHo - Group Voice Chat,2020-05-08T00:00:00-07:00
Social Networking,54,1669486916,com.dakya.taglive,BuzzCast - Real Live Streaming,2023-02-07T00:00:00-07:00
Social Networking,55,350426804,com.gagediell.GageDiell,Jack’d - Gay chat & dating,2010-01-15T16:40:41-07:00
Social Networking,56,448165862,com.wemomo.momoappdemo1,MOMO陌陌,2011-08-02T22:14:51-07:00
Social Networking,57,1481469888,com.bsrykt.profileview,Reports+ Unfollowers Followers,2020-08-07T00:00:00-07:00
Social Networking,58,1459611740,com.coomeet.free,CooMeet,2020-04-11T00:00:00-07:00
Social Networking,59,397648381,im.talkme.talkmeim,Talkatone: WiFi Text & Calls,2010-10-27T12:33:26-07:00
Social Networking,60,1350301428,me.zepeto.main,ZEPETO: Avatar, Connect & Live,2018-02-28T19:26:05-07:00
Social Networking,61,6476118402,app.pnk,PNK – chat now,2024-02-05T00:00:00-07:00
Social Networking,62,1011085984,com.teamn.wooplus,Dating, Meet Curvy - WooPlus,2015-10-20T00:44:23-07:00
Social Networking,63,414478124,com.tencent.xin,WeChat,2011-01-20T17:32:15-07:00
Social Networking,64,382617920,com.viber,Rakuten Viber Messenger,2010-12-02T03:10:02-07:00
Social Networking,65,741292507,com.xingin.discover,小红书,2013-12-04T16:31:23-07:00
Social Networking,66,1538372244,com.dearu.bubble.jyp,bubble for JYPnation,2020-11-24T00:00:00-07:00
Social Networking,67,1419085637,com.aksonov.PS,Positive Singles®: Herpes Date,2018-08-12T23:30:46-07:00
Social Networking,68,1463376042,com.kpgame.PokerBros,PokerBROS - Your Poker App,2019-05-27T19:26:14-07:00
Social Networking,69,863809868,me.talktone.im,TalkU: Unlimited Calls + Texts,2014-05-22T08:54:17-07:00
Social Networking,70,1494548587,com.BlackGentry.osvin,BlackGentry: Black Dating App,2020-05-21T00:00:00-07:00
Social Networking,71,480093204,com.shaadi.iphone,Shaadi.com: Matrimony App,2011-11-17T14:27:57-07:00
Social Networking,72,1306783602,tech.plink.PlinkApp,PLINK – Team Up, Chat, Play,2018-03-20T11:06:09-07:00
Social Networking,73,424310544,com.teltechcorp.scream,SpoofCard - Privacy Protected,2011-03-17T14:01:05-07:00
Social Networking,74,302324249,com.skout.SKOUT,Skout — Meet New People,2009-02-09T20:11:54-07:00
Social Networking,75,1486315142,ifind.maps.gps.find.friends.family,Find My Phone, Friends&Family,2020-04-11T00:00:00-07:00
Social Networking,76,375990038,com.meetup.iphone,Meetup: Social Events & Groups,2010-06-12T17:27:57-07:00
Social Networking,77,941317572,com.spark.CM,Christian Mingle: Dating App,2015-01-14T16:39:29-07:00
Social Networking,78,1498407272,enterprises.dating.boo,Boo — Dating. Friends. Chat.,2020-02-22T00:00:00-07:00
Social Networking,79,6478953714,com.xenalive.ios,Xena Live - Group Voice Chat,2024-04-25T00:00:00-07:00
Social Networking,80,1217714999,com.bermuda,Bermuda-Random Live Video Chat,2017-06-01T20:42:58-07:00
Social Networking,81,1601377257,com.plamfy.platform,Plamfy: Watch Streams&Go Live,2022-02-01T00:00:00-07:00
Social Networking,82,6448954405,com.silversingles.app.m1,SilverSingles: Mature Dating,2023-08-17T00:00:00-07:00
Social Networking,83,1593515263,ee.linktr.admin,Linktree: Link in Bio Creator,2022-07-11T00:00:00-07:00
Social Networking,84,1499924074,com.igtracker.insights,Reports Unfollowers Followers+,2020-03-06T00:00:00-07:00
Social Networking,85,1511032007,com.locals.localsapp,Locals.com,2020-06-03T00:00:00-07:00
Social Networking,86,1484587490,com.classyapp.classy,MM: Elite Premium Dating App,2019-10-25T00:00:00-07:00
Social Networking,87,6459409309,chat.yay.app,Yaychat - Voice Chat Rooms,2023-08-22T00:00:00-07:00
Social Networking,88,1548135477,com.nodestree.app.tiksave,TikSave - Save TikTok Video,2021-01-25T00:00:00-07:00
Social Networking,89,393402212,com.initechapps.growlr,GROWLR: Gay Bears Near You,2010-11-24T19:42:49-07:00
Social Networking,90,1574436604,com.maker.sugo,SUGO: Live Voice Chat Party,2021-07-25T00:00:00-07:00
Social Networking,91,832556482,com.C2M.Connected2,Connected2.me - Chat & Meet,2014-03-17T06:39:31-07:00
Social Networking,92,6466442949,com.timeleft.app,Timeleft - Meet New People,2023-12-05T00:00:00-07:00
Social Networking,93,1425722238,com.everysing.lysn,Lysn,2018-12-29T18:46:30-07:00
Social Networking,94,638696816,net.familo.release01,Familo: Find My Phone Locator,2013-09-19T00:00:00-07:00
Social Networking,95,861891048,com.yaymedialabs.putong,TanTan - Asian Dating App,2014-05-20T19:02:35-07:00
Social Networking,96,1054271011,com.letterboxd.LetterboxdApp,Letterboxd,2016-03-15T04:45:44-07:00
Social Networking,97,1480806900,live.soulchill.ios,SoulChill - Voice Chat & Party,2019-10-10T00:00:00-07:00
Social Networking,98,1114616696,com.sdc.appInhouse.c.pro,SDC Swingers Lifestyle Dating,2016-06-18T07:14:00-07:00
Social Networking,99,1504449227,com.fun.share,YoYo - Voice Chat Room,2020-04-18T00:00:00-07:00
Social Networking,100,1478870872,de.ideawise.fet,FET: Kinky BDSM Dating App,2019-11-13T00:00:00-07:00
Productivity,1,6448311069,com.openai.chat,ChatGPT,2023-05-18T00:00:00-07:00
Productivity,2,422689480,com.google.Gmail,Gmail - Email by Google,2011-11-02T10:13:30-07:00
Productivity,3,327630330,com.getdropbox.Dropbox,Dropbox: Files & Photo Storage,2009-09-29T13:44:23-07:00
Productivity,4,462054704,com.microsoft.Word,Microsoft Word,2019-01-25T21:08:38-07:00
Productivity,5,1661308505,com.aiby.chat,ChatOn - AI Chat Bot Assistant,2023-01-13T00:00:00-07:00
Productivity,6,6447763703,genius.chat,ChatBox - AI Chat with Chatbot,2023-04-21T00:00:00-07:00
Productivity,7,1158877342,com.grammarly.keyboard,Grammarly: AI Writing Keyboard,2017-11-02T00:31:19-07:00
Productivity,8,1668787639,com.codeway.chatapp,Chat & Ask AI by Codeway,2023-03-07T00:00:00-07:00
Productivity,9,886492891,com.expressvpn.iosvpn,ExpressVPN: Fast & Secure VPN,2014-08-11T04:49:52-07:00
Productivity,10,388627783,com.intsig.CamScannerLite,CamScanner - PDF Scanner App,2010-08-27T23:03:21-07:00
Productivity,11,462058435,com.microsoft.Excel,Microsoft Excel,2019-01-25T13:33:31-07:00
Productivity,12,586447913,com.microsoft.Office.Word,Microsoft Word,2014-03-27T12:38:37-07:00
Productivity,13,507874739,com.google.Drive,Google Drive,2012-06-28T10:40:50-07:00
Productivity,14,1559479889,co.vulcanlabs.moodtracker,AI Chatbot: AI Chat Smith 4,2021-05-11T00:00:00-07:00
Productivity,15,287170072,D4D2433BGC,Keeper Password Manager,2019-02-12T00:00:00-07:00
Productivity,16,288113403,com.outerspaceapps.itranslate,iTranslate Translator,2019-02-11T00:00:00-07:00
Productivity,17,281796108,com.evernote.iPhone.Evernote,Evernote - Notes Organizer,2019-02-12T00:00:00-07:00
Productivity,18,1370293473,mobi.mobilejump.freevpn,VPN - Super Unlimited Proxy,2018-05-15T04:50:11-07:00
Productivity,19,477537958,com.microsoft.skydrive,Microsoft OneDrive,2011-12-13T09:02:43-07:00
Productivity,20,6446556788,com.chatgpt.ai.chat.openai,Arvin® - AI Logo Maker,2023-04-25T00:00:00-07:00
Productivity,21,6447290444,com.aichatbot.assistant,AI ChatBot Assistant: AskEasy,2023-04-11T00:00:00-07:00
Productivity,22,6446992925,com.smart.keyboard,AI Chatbot App with Сhat,2023-04-06T00:00:00-07:00
Productivity,23,1276437113,com.aisense.otter,Otter Transcribe Voice Notes,2018-02-16T21:37:38-07:00
Productivity,24,1669007652,com.scaleup.chatai,AI Chatbot - Nova,2023-03-06T00:00:00-07:00
Productivity,25,1092220726,com.talkingparents.iphoneapp,TalkingParents: Co-Parent App,2016-04-29T13:11:33-07:00
Productivity,26,706857885,mega.ios,MEGA,2013-11-26T10:57:10-07:00
Productivity,27,462062816,com.microsoft.Powerpoint,Microsoft PowerPoint,2019-01-26T03:50:26-07:00
Productivity,28,474990205,com.docusign.DocuSignIt,Docusign - Upload & Sign Docs,2011-10-31T18:11:59-07:00
Productivity,29,1477619146,us.bark.barkconnectiosapp,Bark - Parental Controls,2019-09-25T00:00:00-07:00
Productivity,30,1668000334,ai.perplexity.app,Perplexity - Ask Anything,2023-03-27T00:00:00-07:00
Productivity,31,1659730883,aichat.socialmediaappsgames.com,Al Chat - Chatbot by PocketAI,2022-12-14T00:00:00-07:00
Productivity,32,1667518571,com.tappz.aichat,AI Chat - Assistant & Chatbot,2023-01-24T00:00:00-07:00
Productivity,33,6451491556,com.ma.waveapp,Wave: AI Note Taker,2023-07-26T00:00:00-07:00
Productivity,34,1391782046,com.surfshark.vpnclient.ios,Surfshark VPN: Fast & Reliable,2018-08-01T22:13:07-07:00
Productivity,35,6447419372,com.mlink.ai.robot.assistant.chat,AI Chat -Ask Chatbot Assistant,2023-04-09T00:00:00-07:00
Productivity,36,1515133401,com.pdf-converter.ios,PDF Converter - Word to PDF,2020-05-29T00:00:00-07:00
Productivity,37,407108860,com.cozi.icozi-free,Cozi Family Organizer,2010-12-21T00:00:00-07:00
Productivity,38,443369807,com.anchorfree.hss,Hotspot Shield™ VPN Fast Proxy,2011-10-28T23:49:45-07:00
Productivity,39,541164041,com.microsoft.officemobile,Microsoft 365 (Office),2013-06-14T02:07:54-07:00
Productivity,40,951937596,com.microsoft.Office.Outlook,Microsoft Outlook,2015-01-28T21:22:59-07:00
Productivity,41,1095519285,com.symantec.securewifi,Norton VPN – Fast & Secure,2016-06-13T09:08:18-07:00
Productivity,42,1511601750,com.1password.1password,1Password: Password Manager,2022-08-09T00:00:00-07:00
Productivity,43,1497465230,com.withopal.opal,Opal: Screen Time for Focus,2020-12-15T00:00:00-07:00
Productivity,44,1250312807,com.xvpn,X-VPN - Super VPN & Best Proxy,2017-06-27T06:17:12-07:00
Productivity,45,586683407,com.microsoft.Office.Excel,Microsoft Excel,2014-03-27T12:41:57-07:00
Productivity,46,1523682319,com.crossforward.WidgetSmith,Widgetsmith,2020-09-16T00:00:00-07:00
Productivity,47,6448661220,com.codeway.AIKeyboard,TypeAI: AI Chatbot & Keyboard,2023-05-30T00:00:00-07:00
Productivity,48,517914548,com.dashlane.dashlanephonefinal,Dashlane Password Manager,2012-05-21T00:00:00-07:00
Productivity,49,1658377526,co.appnation.geniechat,Genie - AI Chatbot Assistant,2022-12-08T00:00:00-07:00
Productivity,50,1538761576,com.2stable.2fa,Authenticator App,2020-11-18T00:00:00-07:00
Productivity,51,1660877567,com.eleven.chatgpt,Chat AI - Ask Anything,2023-01-03T00:00:00-07:00
Productivity,52,1569379048,com.wetransfer.transfer,WeTransfer: Transfer Files,2021-10-12T00:00:00-07:00
Productivity,53,804641004,com.appicfun.translatorfree,Speak & Translate - Translator,2014-02-13T22:25:06-07:00
Productivity,54,577586159,com.yahoo.Aerogram,Yahoo Mail - Organized Email,2012-12-10T20:22:39-07:00
Productivity,55,489262811,com.signnow.signnow,signNow: e-Signature app,2012-01-19T12:37:04-07:00
Productivity,56,324613447,com.lastpass.ilastpass,LastPass Password Manager,2009-08-01T00:00:41-07:00
Productivity,57,6450364080,ai.plaud.ios.plaud,PLAUD: AI Voice Recorder,2023-10-29T00:00:00-07:00
Productivity,58,1451784328,com.google.one,Google One,2020-11-09T00:00:00-07:00
Productivity,59,1661969777,tech.plink.friday,Friday: AI E-mail Writer,2023-01-03T00:00:00-07:00
Productivity,60,883338188,com.evernote.Scannable,Evernote Scannable,2015-01-08T06:52:17-07:00
Productivity,61,406056744,com.evernote.Evernote,Evernote,2010-12-29T18:41:26-07:00
Productivity,62,743974925,com.readdle.PDFExpert5,PDF Expert - Editor and Reader,2013-12-03T03:35:30-07:00
Productivity,63,1462114288,com.grammarly.safari.extension,Grammarly: AI Writing Support,2019-08-02T04:39:41-07:00
Productivity,64,946659216,com.betternet,Super Fast VPN Proxy—Betternet,2014-12-16T22:48:11-07:00
Productivity,65,1570134612,mobile.app.tools.translator,Translator GO: AI Translate,2021-06-14T00:00:00-07:00
Productivity,66,6473753684,com.anthropic.claude,Claude by Anthropic,2024-05-01T00:00:00-07:00
Productivity,67,1444383602,com.goodnotesapp.x,Goodnotes 6,2019-01-15T01:36:27-07:00
Productivity,68,6476502171,com.codespaceapps.aichat,Chatbot AI & Smart Assistant,2024-02-10T00:00:00-07:00
Productivity,69,364901807,com.readdle.ReaddleDocsIPad,Documents: File Manager & Docs,2010-04-01T13:43:11-07:00
Productivity,70,1658514439,app.forma,Forma – PDF Document Editor,2023-02-07T00:00:00-07:00
Productivity,71,1603071365,com.delux.SecureVPN,BoostUp Cleaner & Protection,2022-01-04T00:00:00-07:00
Productivity,72,1640745955,com.quora.app.Experts,Poe – Fast AI Chat,2022-12-19T00:00:00-07:00
Productivity,73,6472538445,com.microsoft.copilot,Microsoft Copilot,2023-12-29T00:00:00-07:00
Productivity,74,1628773284,com.AI21.Wordtune,Wordtune: AI Writing Keyboard,2022-12-14T00:00:00-07:00
Productivity,75,1499198946,com.leomehlig.today,Structured - Daily Planner,2020-04-09T00:00:00-07:00
Productivity,76,1639842068,com.talentme.newiTranscribe,iTranscribe - Audio to Text,2022-08-23T00:00:00-07:00
Productivity,77,626144601,com.TickTick.task,TickTick:To-Do List & Calendar,2013-06-19T14:04:34-07:00
Productivity,78,985367838,com.microsoft.Outlook,Microsoft Outlook,2019-01-26T03:50:19-07:00
Productivity,79,572688855,com.todoist.ios,Todoist: To Do List & Calendar,2012-11-18T00:00:00-07:00
Productivity,80,1564636915,com.qianglicleaner.master,Strong Cleaner: Free up space,2021-04-27T00:00:00-07:00
Productivity,81,1487572960,com.naturalsoft.personalweb,NaturalReader - Text To Speech,2020-08-10T00:00:00-07:00
Productivity,82,955626407,com.privateinternetaccess.ios.PIA-VPN,VPN by Private Internet Access,2015-05-24T07:48:25-07:00
Productivity,83,319185557,com.toktumi.LineTwo,Line2 - Second Phone Number,2009-08-31T19:28:25-07:00
Productivity,84,1621073156,com.cetrenointeractive.maxcleaner,Easy Cleaner - Clean Storage !,2022-04-26T00:00:00-07:00
Productivity,85,6447565033,com.karpenko.aichat,A.I chat - NEO Smart Assistant,2023-05-01T00:00:00-07:00
Productivity,86,6447312365,com.aichatbotgpt4.neural,AI Chat Bot - Ask Assistant,2023-04-17T00:00:00-07:00
Productivity,87,608834326,com.readdle.CalendarsLite,Calendars: Planner & Organizer,2013-03-04T16:43:57-07:00
Productivity,88,1068911190,com.appointfix.Appointfix,Goldie: Scheduling app,2017-03-13T00:37:19-07:00
Productivity,89,1130787459,com.bimmerlink.BimmerLinkCoder,BimmerCode for BMW and MINI,2016-10-11T07:48:34-07:00
Productivity,90,1619382448,com.bd.formsapp,Forms for Google Docs,2022-05-15T00:00:00-07:00
Productivity,91,1473562701,com.msl.remote.samsungtv,Sam Smart TV Remote- Things TV,2019-11-02T00:00:00-07:00
Productivity,92,605512447,com.rocketlawyer.mobile.production,Rocket Lawyer Legal & Law Help,2013-02-25T13:09:54-07:00
Productivity,93,1420515755,matekovacs.Teleprompter,Teleprompter゜,2018-08-22T22:13:38-07:00
Productivity,94,1611351786,com.jixiclimited.quickcleaner,Quick Cleaner : Clean Storage,2022-02-27T00:00:00-07:00
Productivity,95,1444781716,com.artfulagenda,Artful Agenda,2019-03-28T08:56:07-07:00
Productivity,96,6468887595,io.labhouse.chatbotapp,Super AI Chat: Ask Everything,2023-11-08T00:00:00-07:00
Productivity,97,1444383602,com.goodnotesapp.x,Goodnotes 6,2019-01-15T01:36:27-07:00
Productivity,98,1193154948,co.infinitysoft.vpn360,VPN 360: Best Fast Wifi Proxy,2017-01-20T16:10:31-07:00
Productivity,99,6466923521,com.trimbox.app,Trimbox: Email Cleaner,2023-12-19T00:00:00-07:00
Productivity,100,1544827472,com.byteflowapps.GForms,Form for Google Forms,2021-01-25T00:00:00-07:00
Reference,1,349554263,com.ancestry.Tree-To-Go,Ancestry: Family History & DNA,2010-01-18T19:17:36-07:00
Reference,2,1405323394,app.hallow.Hallow,Hallow: Prayer & Meditation,2018-12-06T03:07:12-07:00
Reference,3,1348028646,solutions.wzp.translator,Translate Now - AI Translator,2018-03-23T08:08:59-07:00
Reference,4,1672111368,com.coininapp,CoinIn: Coin Scan Identifier,2023-03-16T00:00:00-07:00
Reference,5,6448849666,com.basmo.BibleChat,Bible Chat: Daily Devotional,2023-05-11T00:00:00-07:00
Reference,6,1634551626,com.coinidentifier.identifycoins,CoinSnap: Coin Identifier,2022-08-03T00:00:00-07:00
Reference,7,342585873,com.beenverified.BackgroundChecker,BeenVerified: People Search,2009-12-17T17:12:57-07:00
Reference,8,1036725690,vt.free,Voice Translator: AI Translate,2015-09-22T03:49:18-07:00
Reference,9,1665672552,com.aiby.wtcoin,Coin ID: Coin Value Identifier,2023-02-20T00:00:00-07:00
Reference,10,1666080084,com.translateallapp.app,Translate: Voice & Text,2023-03-13T00:00:00-07:00
Reference,11,1343917374,io.dwellapp.dwell,Dwell: Audio Bible,2018-08-02T02:52:37-07:00
Reference,12,287734809,com.whitepages.mobile,Whitepages People Search,2019-02-01T00:00:00-07:00
Reference,13,475772902,com.icandiapps.nightsky,Night Sky,2011-11-01T10:57:41-07:00
Reference,14,1666079454,com.holybibledailyapp.app,Holy Bible †,2023-05-16T00:00:00-07:00
Reference,15,1660909501,com.ascension.app,Ascension | Bible & Catechism,2023-06-25T00:00:00-07:00
Reference,16,1634567736,com.blessed-app.blessed,Blessed - Daily Verse & Prayer,2022-07-22T00:00:00-07:00
